[  3144.,9572.,  48817.,4003.,  29876.,  30973., 971.,3716.,  46536.,  14364., 922.,3714.],
[  1135.,2085.,  29216.,  33100.,2567.,  38438.,  22689.,1842.,  21944.,  41073., 629.,1890.],
[  1888.,5484.,  44470.,  13694.,5844.,  53917.,1548.,4227.,  22400.,  37635.,1317.,4184.],
[  2068.,3729.,  43779.,  15960.,5518.,  51425.,4796.,3797.,  13054.,  47163.,1551.,3768.],
[  2154.,3379.,  43789.,  16214.,5981.,  46570.,9844.,3141.,  11542.,  49157.,1691.,3146.],
[  1998.,3131.,  43223.,  17184.,4726.,  47213.,  11419.,2178.,  10222.,  48300.,4832.,2182.],
[  1142.,1361.,  43906.,  19127.,2293.,  48172.,  13572.,1499.,4439.,  50184.,9460.,1453.],
[  1531.,2236.,  43622.,  18147.,4501.,  47113.,  11570.,2352.,8113.,  51721.,3381.,2321.],
[  1855.,3944.,  46323.,  13414.,5274.,  55178.,1995.,3089.,  23101.,  38069.,1333.,3033.],
[  1894.,5597.,  46629.,  11416.,6786.,  53390.,1827.,3533.,  26041.,  34344.,1655.,3496.],
[  2411.,8758.,  49409.,4958.,  14456.,  45915.,1311.,3854.,  42615.,  17854.,1220.,3847.],
[  2700.,9853.,  48573.,4410.,  19768.,  40666.,1594.,3508.,  42200.,  18300.,1493.,3543.],
[  2338.,5350.,  45888.,  11960.,  10010.,  46681.,5680.,3165.,  35799.,  24946.,1594.,3197.],
[  1548.,4823.,  45019.,  14146.,6324.,  46738.,9793.,2681.,  20889.,  40220.,1670.,2757.],
[910., 934.,  44042.,  19650.,1565.,  51090.,  11121.,1760.,3856.,  53127.,6731.,1822.],
[  1339.,3007.,  47547.,  13643.,6389.,  48688.,7824.,2635.,  17431.,  44333.,1146.,2626.],
[  1655.,5020.,  47215.,  11646.,7123.,  53448.,1511.,3454.,  29028.,  31743.,1294.,3471.],
[  1763.,6321.,  46708.,  10744.,7214.,  53083.,1384.,3855.,  29856.,  30603.,1239.,3838.],
[  1934.,5783.,  44510.,  13309.,4078.,  55662.,5073., 723.,7517.,  52204.,3761.,2054.],
[113.,6187.,  57840.,1396.,1460.,  57900.,5309., 867.,  16571.,  41360.,5826.,1779.],
[  1.51000000e+02,    6.30900000e+03,    5.66180000e+04,    2.45800000e+03,    4.00000000e+01,    6.13100000e+04,    3.06300000e+03,    1.12300000e+03,    2.68600000e+03,    5.62860000e+04,    5.42400000e+03,    1.14000000e+03],
[249.,6495.,  56805.,1987.,1825.,  57223.,4961.,1527.,  16057.,  41269.,6214.,1996.],
[  2.30000000e+01,    6.50600000e+03,    5.43380000e+04,    4.66900000e+03,    5.50000000e+01,    6.05870000e+04,    4.10100000e+03,    7.93000000e+02,    1.19100000e+03,    5.72990000e+04,    6.07700000e+03,    9.69000000e+02],
[  2.20000000e+01,    1.02170000e+04,    5.41100000e+04,    1.18700000e+03,    4.92700000e+03,    5.48290000e+04,    4.53700000e+03,    1.24300000e+03,    7.79700000e+03,    5.03560000e+04,    5.74400000e+03,    1.63900000e+03],
[  2.30000000e+01,    7.92400000e+03,    5.59490000e+04,    1.64000000e+03,    3.54800000e+03,    5.63450000e+04,    4.00900000e+03,    1.63400000e+03,    6.85900000e+03,    5.15350000e+04,    5.46300000e+03,    1.67900000e+03],
[ 93.,8663.,  55344.,1436.,2579.,  56979.,4478.,1500.,6826.,  50752.,6321.,1637.],
[  8.00000000e+00,    9.28700000e+03,    5.47240000e+04,    1.51700000e+03,    7.20100000e+03,    5.27580000e+04,    4.68100000e+03,    8.96000000e+02,    1.02360000e+04,    4.81660000e+04,    5.84500000e+03,    1.28900000e+03],
[  1.50000000e+01,    9.62200000e+03,    5.48190000e+04,    1.08000000e+03,    1.32630000e+04,    4.52660000e+04,    5.87000000e+03,    1.13700000e+03,    2.53260000e+04,    3.16670000e+04,    5.99400000e+03,    2.54900000e+03],
[ 80.,  15926.,  48182.,1348.,  10960.,  51667.,1421.,1488.,  13957.,  46615.,3437.,1527.],
[107.,  12758.,  50590.,2081.,  11288.,  46689.,5297.,2262.,  32933.,  23250.,7006.,2347.],
[ 53.,9434.,  44045.,  12004.,  10178.,  51060.,3372., 926.,  10556.,  48904.,5043.,1033.],
[776.,7783.,  55022.,1955.,  14933.,  43746.,5223.,1634.,  26363.,  31005.,5841.,2327.],
[  1111.,7250.,  43527.,  13648.,  22217.,  38123.,3382.,1814.,  25332.,  34156.,4139.,1909.],
[931.,  26490.,  36754.,1361.,  25280.,  37634.,1085.,1537.,  29825.,  31912.,2192.,1607.],
[643.,  17274.,  45516.,2103.,  24575.,  33828.,4716.,2417.,  33700.,  23770.,5554.,2512.],
[940.,  16622.,  46005.,1969.,  23739.,  34218.,5285.,2294.,  28852.,  27774.,6487.,2423.],
[835.,  13578.,  43678.,7445.,  21783.,  39397.,2863.,1493.,  23003.,  36631.,4327.,1575.],
[482.,8550.,  46583.,9921.,  18924.,  42776.,2654.,1182.,  25852.,  34574.,3814.,1296.],
[352.,8186.,  55733.,1265.,  14408.,  44721.,5041.,1366.,  30160.,  27709.,6080.,1587.],
[499.,8040.,  55636.,1361.,  11995.,  46332.,5742.,1467.,  34159.,  22875.,6205.,2297.],
[964.,  26751.,  36467.,1354.,  24732.,  38268.,1040.,1496.,  26551.,  35505.,1922.,1558.],
[  1020.,  17365.,  44978.,2173.,  26581.,  30935.,5536.,2484.,  40136.,  16033.,6771.,2596.],
[628.,  11670.,  41702.,  11536.,  22588.,  39878.,1939.,1131.,  23467.,  37946.,2911.,1212.],
[  1366.,9474.,  51291.,3405.,5346.,  53458.,5239.,1493.,  26458.,  31324.,6113.,1641.],
[  1635.,9204.,  47123.,7574.,5426.,  53362.,5057.,1691.,  26869.,  30965.,5828.,1874.],
[  1859.,8471.,  44926.,  10280.,5437.,  50545.,7991.,1563.,  28874.,  30401.,4598.,1663.],
[  1655.,6227.,  46080.,  11574.,4224.,  50204.,9380.,1728.,  27104.,  33583.,3024.,1825.],
[  1300.,7713.,  47990.,8533.,  14660.,  45073.,4384.,1419.,  45062.,  17612.,1374.,1488.],
[981.,  18429.,  42562.,3564.,  27374.,  35021.,1606.,1535.,  45615.,  16499.,1769.,1653.],
[  1287.,  20205.,  42616.,1428.,  24654.,  36356.,2805.,1721.,  41939.,  18232.,3492.,1873.],
[  1163.,  14249.,  48307.,1817.,  14490.,  44353.,4557.,2136.,  39526.,  18442.,5290.,2278.],
[  1968.,  16119.,  45542.,1907.,  15305.,  42599.,5377.,2255.,  39253.,  17618.,6293.,2372.],
[984.,  12285.,  47988.,4279.,  11505.,  46551.,5211.,2269.,  35262.,  21519.,6362.,2393.],
[  1316.,  13861.,  41838.,8521.,  14286.,  43974.,5399.,1877.,  39281.,  19349.,4896.,2010.],
[  1326.,  11981.,  43105.,9124.,  14262.,  42966.,6746.,1562.,  42953.,  17842.,3079.,1662.],
[790.,5646.,  50068.,9032.,9493.,  48558.,6263.,1222.,  43103.,  19389.,1707.,1337.],
[718.,7917.,  47374.,9527.,7843.,  49863.,6486.,1344.,  32603.,  29284.,2186.,1463.],
[716.,7619.,  47355.,9846.,4414.,  55725.,3917.,1480.,  22240.,  37458.,4233.,1605.],
[  1176.,9560.,  48672.,6128.,5845.,  53633.,4637.,1421.,  23865.,  34586.,5507.,1578.],
[  1773.,3142.,  10195.,  50426.,2407.,  27338.,  35675., 116.,2497.,  52926.,9944., 169.],
[267.,5424.,6183.,  53662.,1142.,  38381.,  25720., 293.,1392.,  59571.,4187., 386.],
[430.,5348.,3638.,  56120.,1410.,  18677.,  45305., 144.,1605.,  60596.,3188., 147.],
[243.,5755.,8692.,  50846.,1460.,  42853.,  21028., 195.,2308.,  57407.,5395., 426.],
[ 92.,5893.,4792.,  54759., 920.,  23565.,  40989.,  62.,1649.,  60821.,2996.,  70.],
[217.,5638.,9579.,  50102.,3367.,  25104.,  36722., 343.,7187.,  54416.,3547., 386.],
[ 92.,6656.,  10475.,  48313.,3634.,  23369.,  38353., 180.,6828.,  53250.,5281., 177.],
[425.,5751.,  14101.,  45259.,2741.,  32707.,  29815., 273.,9312.,  50789.,4940., 495.],
[243.,6053.,  11788.,  47452.,2465.,  28861.,  34010., 200.,6550.,  55309.,3358., 319.],
[346.,6109.,  17425.,  41656.,1119.,  44477.,  19382., 558.,3927.,  56814.,4011., 784.],
[ 82.,5024.,  16637.,  43793.,2981.,  26140.,  36236., 179.,  13101.,  50269.,1987., 179.],
[551.,6007.,  22920.,  36058.,1041.,  52105.,  11930., 460.,6394.,  53402.,4859., 881.],
[664.,5539.,  16658.,  42675.,2015.,  27864.,  35568.,  89.,  11204.,  50687.,3571.,  74.],
[  1079.,6044.,  23876.,  34537.,1951.,  35747.,  27146., 692.,1763.,  59233.,3704., 836.],
[583.,4539.,  26300.,  34114.,1236.,  32254.,  31639., 407.,5935.,  54375.,4845., 381.],
[523.,5706.,  26044.,  33263.,1278.,  32594.,  31366., 298.,4395.,  56348.,4507., 286.],
[580.,6333.,  29265.,  29358.,1384.,  45935.,  17715., 502.,1589.,  58389.,4750., 808.],
[  1214.,5828.,  29969.,  28525.,2040.,  41683.,  20994., 819.,2073.,  57759.,4544.,1160.],
[  1065.,5209.,  29467.,  29795.,1903.,  34215.,  29205., 213.,1883.,  46007.,  17431., 215.],
[  1120.,5521.,  27770.,  31125.,1972.,  34487.,  28928., 149.,2189.,  52960.,  10246., 141.],
[  1292.,6234.,  27143.,  30867.,2229.,  42606.,  20157., 544.,2199.,  58968.,3581., 788.],
[731.,6157.,  19565.,  39083.,1656.,  50046.,  13222., 612.,1799.,  58898.,3991., 848.],
[442.,3771.,  26615.,  34708., 964.,  32953.,  31445., 174.,6091.,  53449.,5829., 167.],
[730.,5754.,  28701.,  30351.,1486.,  51595.,  11936., 519.,1760.,  58071.,4588.,1117.],
[  1176.,4384.,  28941.,  31035.,1940.,  33287.,  30153., 156.,2619.,  48793.,  14001., 123.],
[  1028.,5503.,  12154.,  46851.,2639.,  45717.,  16596., 584.,3193.,  54269.,7287., 787.],
[  1496.,5030.,  11245.,  47765.,2842.,  45488.,  16464., 742.,3143.,  52908.,8602., 883.],
[  1180.,4851.,  13182.,  46323.,2257.,  47446.,  15302., 531.,2826.,  48837.,  13411., 462.],
[  1077.,4045.,  14513.,  45901.,2385.,  47175.,  14875.,1101.,2604.,  49838.,  12651., 443.],
[839.,3288.,  18044.,  43365.,1335.,  48645.,  15179., 377.,1169.,  51330.,  12794., 243.],
[  1339.,3826.,  22550.,  37821.,1947.,  47385.,  15802., 402.,2333.,  49969.,  12768., 466.],
[  1149.,4736.,  20436.,  39215.,1803.,  45732.,  17537., 464.,2111.,  51414.,  11340., 671.],
[  1153.,4736.,  19811.,  39836.,2602.,  45231.,  17011., 692.,2945.,  54320.,7049.,1222.],
[  1189.,4803.,  19020.,  40524.,3200.,  45373.,  16286., 677.,3567.,  53398.,7294.,1277.],
[  1693.,4770.,  23204.,  35869.,3515.,  44160.,  17118., 743.,4139.,  53360.,6945.,1092.],
[  1546.,4524.,  14658.,  44808.,3715.,  44706.,  16650., 465.,4459.,  47964.,  12439., 674.],
[  1042.,4109.,  15092.,  45293.,3152.,  46239.,  15320., 825.,4385.,  48518.,  12340., 293.],
[771.,2880.,  15101.,  46784.,1282.,  47557.,  16316., 381.,1918.,  52388.,  11028., 202.],
[816.,4439.,  13677.,  46604.,1912.,  48210.,  15173., 241.,3531.,  50223.,  11585., 197.],
[  1419.,5167.,  15194.,  43756.,2529.,  46330.,  16387., 290.,3682.,  50875.,  10646., 333.],
[  1380.,5256.,  12087.,  46813.,2910.,  45018.,  17027., 581.,3703.,  53788.,7179., 866.],
[  1138.,4204.,  48814.,  11380.,1956.,  59758.,3188., 634.,4339.,  56274.,3362.,1561.],
[ 84.,6531.,  57489.,1432.,1967.,  58875.,3925., 769.,8799.,  50069.,4697.,1971.],
[  2.90000000e+01,    5.77800000e+03,    4.93750000e+04,    1.03540000e+04,    7.43000000e+02,    6.20470000e+04,    2.15500000e+03,    5.91000000e+02,    1.00900000e+03,    5.89980000e+04,    4.26900000e+03,    1.26000000e+03],
[267.,5542.,  57726.,2001.,1364.,  59260.,3908.,1004.,8057.,  50643.,4616.,2220.],
[244.,6275.,  54914.,4103.,1340.,  60386.,3132., 678.,1639.,  57323.,5050.,1524.],
[ 77.,9898.,  52262.,3299.,7130.,  54409.,3288., 709.,8300.,  50621.,4694.,1921.],
[ 81.,  11276.,  53488., 691.,7528.,  54390.,2882., 736.,9819.,  49911.,4366.,1440.],
[ 61.,  11305.,  49422.,4748.,8188.,  52114.,4185.,1049.,9855.,  47864.,5589.,2228.],
[  2.10000000e+01,    9.15100000e+03,    5.16990000e+04,    4.66500000e+03,    8.66400000e+03,    5.22540000e+04,    3.82200000e+03,    7.96000000e+02,    1.13480000e+04,    4.71760000e+04,    5.20500000e+03,    1.80700000e+03],
[103.,8156.,  56640., 637.,  16390.,  43633.,4482.,1031.,  21319.,  36125.,5419.,2673.],,
[  4.40000000e+01,    1.33790000e+04,    4.59760000e+04,    6.13700000e+03,    1.46250000e+04,    4.87350000e+04,    1.60600000e+03,    5.70000000e+02,    1.47840000e+04,    4.61620000e+04,    3.46400000e+03,    1.12600000e+03],
[ 90.,  10138.,  54583., 725.,  13819.,  45572.,4880.,1265.,  18798.,  38522.,5364.,2852.],
[  2.50000000e+01,    9.77100000e+03,    3.56770000e+04,    2.00630000e+04,    1.35970000e+04,    4.79860000e+04,    3.20800000e+03,    7.45000000e+02,    1.37890000e+04,    4.52120000e+04,    5.03600000e+03,    1.49900000e+03],
[146.,6801.,  48201.,  10388.,5896.,  54852.,3773.,1015.,  25336.,  32524.,5292.,2384.],
[226.,6026.,  33153.,  26131.,8723.,  52143.,3969., 701.,  24302.,  35628.,4301.,1305.],
[224.,9982.,  44641.,  10689.,  20801.,  42484.,1526., 725.,  26798.,  34612.,3106.,1020.],
[192.,6886.,  55858.,2600.,9528.,  50922.,4082.,1004.,  26557.,  31946.,4766.,2267.],
[274.,7715.,  47321.,  10226.,8743.,  50421.,5215.,1157.,  26843.,  30092.,5874.,2727.],
[275.,8974.,  33357.,  22930.,  12434.,  47835.,4551., 716.,  25560.,  32811.,5640.,1525.],
[114.,6312.,  37837.,  21273.,  10919.,  50922.,2992., 703.,  26484.,  33024.,4720.,1308.],
[195.,5927.,  49564.,9850.,5445.,  54713.,4484., 894.,  28004.,  29804.,5509.,2219.],
[199.,6631.,  55931.,2775.,3690.,  56303.,4580., 963.,  28886.,  28467.,5533.,2650.],
[359.,5984.,  33589.,  25604.,  13979.,  49199.,1779., 579.,  26123.,  35814.,2662., 937.],
[235.,7807.,  56537., 957.,8449.,  50734.,5225.,1128.,  30371.,  26886.,5520.,2759.],
[174.,5762.,  34760.,  24840.,  10976.,  49091.,4817., 652.,  25945.,  34111.,4159.,1321.],
[540.,8423.,  45262.,  11311.,4385.,  54146.,6177., 828.,  10433.,  47844.,4872.,2387.],
[495.,7787.,  46237.,  11017.,4030.,  53656.,6759.,1091.,8438.,  50114.,4452.,2532.],
[705.,8519.,  45126.,  11186.,4522.,  48754.,  11500., 760.,8286.,  50577.,4834.,1839.],
[761.,6664.,  45687.,  12424.,3603.,  48982.,  12201., 750.,4959.,  50659.,8586.,1332.],
[752.,5018.,  46908.,  12858.,2878.,  50438.,  11552., 668.,5362.,  51253.,7955., 966.],
[588.,5774.,  46659.,  12515.,3082.,  49992.,  11687., 775.,7607.,  51669.,5152.,1108.],
[610.,5855.,  46918.,  12153.,2681.,  53541.,8396., 918.,  11471.,  48968.,3547.,1550.],
[662.,6609.,  46230.,  12035.,3268.,  55957.,5219.,1092.,  12138.,  46790.,3952.,2656.],
[876.,7681.,  46578.,  10401.,4140.,  54335.,5908.,1153.,  16815.,  41182.,4570.,2969.],
[751.,7347.,  46290.,  11148.,3744.,  54456.,6105.,1231.,  15894.,  41970.,4945.,2727.],
[928.,9330.,  45528.,9750.,5929.,  47993.,  10681., 933.,  20271.,  38185.,5084.,1996.],
[514.,8163.,  47010.,9849.,5055.,  48229.,  11525., 727.,  19591.,  39386.,4963.,1596.],
[344.,5119.,  50284.,9789.,3194.,  51591.,  10113., 638.,  16050.,  44715.,3464.,1307.],
[316.,7884.,  48017.,9319.,5766.,  49932.,9163., 675.,  20317.,  40472.,3437.,1310.],
[423.,7029.,  47268.,  10816.,3897.,  51347.,9541., 751.,  10823.,  48798.,4475.,1440.],
[665.,8010.,  45410.,  11451.,4581.,  54360.,5656., 939.,  10670.,  48018.,4623.,2225.],
